REPS	1944	6	Dewey
DEMS	1952	7	Stevenson
REPS	1952	7	Eisenhower
DEMS	1960	7	Kennedy
REPS	1960	7	Nixon
REPS	1964	7	Goldwater
REPS	1968	8	Nixon
DEMS	1972	7	McGovern
DEMS	1976	7	Carter
REPS	1976	8	Ford
REPS	1980	7	Reagan
DEMS	1984	7	Mondale
DEMS	1988	7	Dukakis
DEMS	1992	7	Clinton
REPS	1996	8	Dole
DEMS	2000	8	Gore
REPS	2000	7	Bush
DEMS	2004	7	Kerry
DEMS	2008	8	Obama
REPS	2008	9	McCain
REPS	2012	8	Romney
